ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3272	"ENSMUSG00000032816.15"	"Igdcc4"	chr9	+	65123775	65124189	65123775	65123913	65123915	65124189
3273	"ENSMUSG00000032816.15"	"Igdcc4"	chr9	+	65124611	65125422	65124611	65124776	65125284	65125422
3274	"ENSMUSG00000000600.15"	"Krit1"	chr5	+	3822086	3823785	3822086	3822243	3823633	3823785
3275	"ENSMUSG00000021302.10"	"Ggps1"	chr13	-	14053909	14054455	14053909	14054041	14054139	14054455
3276	"ENSMUSG00000028973.18"	"Abcb8"	chr5	+	24405814	24406254	24405814	24405848	24406117	24406254
3277	"ENSMUSG00000023393.15"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732007	180732432	180732572
3278	"ENSMUSG00000023393.15"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732077	180732432	180732572
3279	"ENSMUSG00000045345.6"	"RP23-372N19.3"	chr5	-	143397247	143399563	143397247	143397723	143397724	143399563
3280	"ENSMUSG00000024542.9"	"Cep192"	chr18	+	67877955	67878660	67877955	67878075	67878538	67878660
3281	"ENSMUSG00000029617.10"	"Ccz1"	chr5	-	143998162	143998605	143998162	143998274	143998543	143998605
3282	"ENSMUSG00000029617.10"	"Ccz1"	chr5	-	144011030	144011529	144011030	144011078	144011451	144011529
3283	"ENSMUSG00000029617.10"	"Ccz1"	chr5	-	144012993	144014877	144012993	144013091	144014698	144014877
3284	"ENSMUSG00000022386.12"	"Trmu"	chr15	+	85896359	85896917	85896359	85896504	85896834	85896917
3285	"ENSMUSG00000006736.9"	"Tspan31"	chr10	-	127068479	127068988	127068479	127068611	127068907	127068988
3286	"ENSMUSG00000005481.18"	"Ddx39"	chr8	+	83721733	83722361	83721733	83721852	83722229	83722361
3287	"ENSMUSG00000106864.3"	"Gtf3c2"	chr5	-	31159433	31159861	31159433	31159521	31159699	31159861
3288	"ENSMUSG00000106864.3"	"Gtf3c2"	chr5	-	31167988	31168478	31167988	31168100	31168250	31168478
3289	"ENSMUSG00000034761.15"	"Map4k5"	chr12	-	69807197	69809282	69807197	69807253	69809211	69809282
3290	"ENSMUSG00000036813.11"	"Entpd8"	chr2	+	25083219	25083734	25083219	25083379	25083497	25083734
3291	"ENSMUSG00000036813.11"	"Entpd8"	chr2	+	25083219	25083734	25083219	25083379	25083667	25083734
3292	"ENSMUSG00000020926.16"	"Adam11"	chr11	+	102777630	102780262	102777630	102777648	102778130	102780262
3293	"ENSMUSG00000008450.8"	"Nutf2"	chr8	+	105876353	105876608	105876353	105876425	105876509	105876608
3294	"ENSMUSG00000004864.12"	"Mapk13"	chr17	+	28776134	28776416	28776134	28776182	28776301	28776416
3295	"ENSMUSG00000025207.15"	"Sema4g"	chr19	+	45001167	45003397	45001167	45002218	45002346	45003397
3296	"ENSMUSG00000112117.1"	"Rmst"	chr10	-	92081745	92082975	92081745	92082482	92082756	92082975
3297	"ENSMUSG00000032352.16"	"Lrrc1"	chr9	-	77435046	77435219	77435046	77435071	77435176	77435219
3298	"ENSMUSG00000092354.7"	"WI1-1377A22.2"	chr5	+	101841750	101842073	101841750	101841843	101841970	101842073
3299	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110084728	110085053	110084728	110084868	110084949	110085053
3300	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110085684	110086031	110085684	110085878	110085949	110086031
3301	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110086931	110087195	110086931	110087036	110087119	110087195
3302	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110092315	110093159	110092315	110092436	110092857	110093159
3303	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110115035	110115582	110115035	110115161	110115490	110115582
3304	"ENSMUSG00000032480.17"	"Dhx30"	chr9	-	110115035	110115582	110115035	110115211	110115490	110115582
3305	"ENSMUSG00000014778.10"	"Fhod1"	chr8	-	105331641	105332192	105331641	105331824	105332036	105332192
3306	"ENSMUSG00000025155.15"	"Dus1l"	chr11	-	120793027	120793946	120793027	120793110	120793833	120793946
3307	"ENSMUSG00000047153.4"	"Khnyn"	chr14	+	55885773	55887618	55885773	55885991	55886491	55887618
3308	"ENSMUSG00000022536.14"	"Glyr1"	chr16	-	5029502	5030241	5029502	5029553	5030184	5030241
3309	"ENSMUSG00000022536.14"	"Glyr1"	chr16	-	5048749	5049857	5048749	5048786	5049805	5049857
3310	"ENSMUSG00000031555.15"	"Adam9"	chr8	-	24962859	24963088	24962859	24962885	24962938	24963088
3311	"ENSMUSG00000060523.5"	"Olfr726"	chr14	-	50090364	50090931	50090364	50090549	50090836	50090931
3312	"ENSMUSG00000060523.5"	"Olfr726"	chr14	-	50090364	50090953	50090364	50090425	50090836	50090953
3313	"ENSMUSG00000056673.14"	"Kdm5d"	chrY	+	914024	916760	914024	914183	916640	916760
3314	"ENSMUSG00000002014.12"	"Ssr4"	chrX	+	73787183	73788953	73787183	73787306	73788834	73788953
3315	"ENSMUSG00000002014.12"	"Ssr4"	chrX	+	73789799	73790424	73789799	73789874	73790358	73790424
3316	"ENSMUSG00000036931.15"	"Nfkbid"	chr7	+	30425708	30426021	30425708	30425855	30425969	30426021
3317	"ENSMUSG00000035165.14"	"Kcne3"	chr7	+	100182681	100183074	100182681	100182823	100182991	100183074
3318	"ENSMUSG00000014418.16"	"Hps5"	chr7	-	46774813	46775951	46774813	46774937	46775764	46775951
3319	"ENSMUSG00000041762.16"	"Gpr155"	chr2	-	73350891	73351944	73350891	73351084	73351848	73351944
3320	"ENSMUSG00000031232.16"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479
3321	"ENSMUSG00000025330.6"	"Padi4"	chr4	-	140757501	140757925	140757501	140757613	140757821	140757925
3322	"ENSMUSG00000034793.15"	"G6pc3"	chr11	+	102192748	102193226	102192748	102192867	102193084	102193226
3323	"ENSMUSG00000047554.14"	"Tmem41b"	chr7	-	109985961	109986259	109985961	109986024	109986209	109986259
3324	"ENSMUSG00000037339.17"	"Fam53a"	chr5	-	33600355	33608227	33600355	33600880	33607463	33608227
3325	"ENSMUSG00000072244.11"	"Trim6"	chr7	+	104225506	104225980	104225506	104225806	104225884	104225980
3326	"ENSMUSG00000031511.15"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655
3327	"ENSMUSG00000021149.8"	"Gtpbp4"	chr13	-	8984765	8985319	8984765	8984887	8985208	8985319
3328	"ENSMUSG00000041560.12"	"Gltscr2"	chr7	-	15937837	15938230	15937837	15937889	15938173	15938230
3329	"ENSMUSG00000035539.13"	"Ccdc180"	chr4	+	45899956	45900272	45899956	45900085	45900161	45900272
3330	"ENSMUSG00000030323.13"	"Ift122"	chr6	+	115913871	115916047	115913871	115913974	115915731	115916047
3331	"ENSMUSG00000030323.13"	"Ift122"	chr6	+	115913871	115916047	115913871	115913974	115915906	115916047
3332	"ENSMUSG00000079323.9"	"RP23-286E6.7"	chr9	+	107993133	107993462	107993133	107993296	107993376	107993462
3333	"ENSMUSG00000074064.6"	"Mlycd"	chr8	+	119401480	119402590	119401480	119401593	119402433	119402590
3334	"ENSMUSG00000024798.15"	"Htr7"	chr19	-	35969308	35970064	35969308	35969715	35969863	35970064
3335	"ENSMUSG00000027710.14"	"Acad9"	chr3	+	36074349	36075343	36074349	36074456	36075242	36075343
3336	"ENSMUSG00000027710.14"	"Acad9"	chr3	+	36087759	36088614	36087759	36087799	36088487	36088614
3337	"ENSMUSG00000031842.14"	"Pde4c"	chr8	+	70748367	70749033	70748367	70748522	70748910	70749033
3338	"ENSMUSG00000021066.9"	"Atl1"	chr12	+	69932216	69934920	69932216	69932321	69934869	69934920
3339	"ENSMUSG00000029175.17"	"Slc35f6"	chr5	+	30655494	30656100	30655494	30655666	30655887	30656100
3340	"ENSMUSG00000032292.8"	"Nr2e3"	chr9	-	59946961	59947553	59946961	59947067	59947312	59947553
3341	"ENSMUSG00000032292.8"	"Nr2e3"	chr9	-	59948602	59949028	59948602	59948816	59948924	59949028
3342	"ENSMUSG00000032292.8"	"Nr2e3"	chr9	-	59948602	59949028	59948602	59948824	59948924	59949028
3343	"ENSMUSG00000032292.8"	"Nr2e3"	chr9	-	59948924	59949308	59948924	59949028	59949181	59949308
3344	"ENSMUSG00000017428.16"	"Psmd11"	chr11	+	80469801	80470418	80469801	80469927	80470382	80470418
3345	"ENSMUSG00000017428.16"	"Psmd11"	chr11	+	80469801	80470418	80469801	80470030	80470382	80470418
3346	"ENSMUSG00000024426.17"	"Atat1"	chr17	-	35908562	35908966	35908562	35908664	35908852	35908966
3347	"ENSMUSG00000024426.17"	"Atat1"	chr17	-	35909087	35909350	35909087	35909148	35909258	35909350
3348	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102399194	102399463	102399194	102399284	102399382	102399463
3349	"ENSMUSG00000006575.14"	"Rundc3a"	chr11	+	102399614	102400045	102399614	102399780	102399887	102400045
3350	"ENSMUSG00000020781.14"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238
3351	"ENSMUSG00000095629.2"	"Vmn1r89"	chr7	+	13213019	13213667	13213019	13213317	13213598	13213667
3352	"ENSMUSG00000029291.11"	"Rufy3"	chr5	+	88614940	88616579	88614940	88615114	88616461	88616579
3353	"ENSMUSG00000020886.16"	"Dlg4"	chr11	+	70030866	70031258	70030866	70030991	70031088	70031258
3354	"ENSMUSG00000042303.19"	"Sgsm3"	chr15	+	81003803	81004185	81003803	81003870	81004062	81004185
3355	"ENSMUSG00000042303.19"	"Sgsm3"	chr15	+	81008288	81008908	81008288	81008434	81008683	81008908
3356	"ENSMUSG00000075595.9"	"Zfp652"	chr11	+	95763538	95772353	95763538	95764327	95770177	95772353
3357	"ENSMUSG00000029632.7"	"Ndufa4"	chr6	-	11905201	11906108	11905201	11905262	11906019	11906108
3358	"ENSMUSG00000027671.14"	"Actl6a"	chr3	+	32720185	32720515	32720185	32720300	32720434	32720515
3359	"ENSMUSG00000038679.16"	"Trps1"	chr15	-	50830828	50831958	50830828	50831006	50831606	50831958
3360	"ENSMUSG00000038679.16"	"Trps1"	chr15	-	50846013	50846942	50846013	50846591	50846729	50846942
3361	"ENSMUSG00000038812.16"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028
3362	"ENSMUSG00000087231.7"	"RP23-129P10.1"	chr6	+	67063394	67064718	67063394	67063534	67064612	67064718
3363	"ENSMUSG00000025060.14"	"Slk"	chr19	+	47622235	47622694	47622235	47622366	47622570	47622694
3364	"ENSMUSG00000028086.15"	"Fbxw7"	chr3	+	84967439	84969301	84967439	84967563	84969164	84969301
3365	"ENSMUSG00000042831.13"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30309985	30310054
3366	"ENSMUSG00000042831.13"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30310027	30310054
3367	"ENSMUSG00000042831.13"	"Alkbh6"	chr7	+	30312236	30312707	30312236	30312388	30312505	30312707
3368	"ENSMUSG00000042831.13"	"Alkbh6"	chr7	+	30312236	30312707	30312236	30312388	30312590	30312707
3369	"ENSMUSG00000038011.15"	"Dnah10"	chr5	+	124817988	124819410	124817988	124818136	124819130	124819410
3370	"ENSMUSG00000045795.10"	"Whamm"	chr7	+	81593651	81594120	81593651	81593718	81594012	81594120
3371	"ENSMUSG00000031652.11"	"N4bp1"	chr8	-	86846814	86848554	86846814	86846922	86848446	86848554
3372	"ENSMUSG00000090862.3"	"Rps13"	chr7	-	116332928	116333774	116332928	116333098	116333695	116333774
3373	"ENSMUSG00000002968.8"	"Med25"	chr7	-	44879390	44880104	44879390	44879514	44879926	44880104
3374	"ENSMUSG00000032846.10"	"Zswim6"	chr13	-	107889396	107890064	107889396	107889577	107889578	107890064
3375	"ENSMUSG00000032579.14"	"Hemk1"	chr9	-	107336571	107337378	107336571	107336663	107337000	107337378
3376	"ENSMUSG00000029003.11"	"Mad2l2"	chr4	+	148140181	148140834	148140181	148140483	148140784	148140834
3377	"ENSMUSG00000019897.8"	"Ccdc59"	chr10	+	105842541	105845449	105842541	105842848	105845349	105845449
3378	"ENSMUSG00000057948.12"	"Unc13d"	chr11	-	116069880	116070111	116069880	116069937	116070020	116070111
3379	"ENSMUSG00000059939.13"	"RP23-139J18.1"	chr4	+	156121932	156122416	156121932	156122028	156122350	156122416
3380	"ENSMUSG00000059939.13"	"RP23-139J18.1"	chr4	+	156123975	156124122	156123975	156124001	156124091	156124122
3381	"ENSMUSG00000022617.15"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428410	89428827
3382	"ENSMUSG00000022617.15"	"Chkb"	chr15	-	89428410	89428827	89428410	89428544	89428713	89428827
3383	"ENSMUSG00000022617.15"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827
3384	"ENSMUSG00000015083.11"	"C8g"	chr2	-	25498655	25499115	25498655	25498711	25499013	25499115
3385	"ENSMUSG00000015083.11"	"C8g"	chr2	-	25498655	25499115	25498655	25498943	25499013	25499115
3386	"ENSMUSG00000032586.9"	"Traip"	chr9	+	107962830	107963417	107962830	107962920	107963328	107963417
3387	"ENSMUSG00000073027.10"	"Dmrtc1b"	chrX	+	102711176	102711517	102711176	102711277	102711359	102711517
3388	"ENSMUSG00000030929.17"	"Eri2"	chr7	-	119786738	119787485	119786738	119786827	119787403	119787485
3389	"ENSMUSG00000030929.17"	"Eri2"	chr7	-	119790233	119791228	119790233	119790390	119791100	119791228
3390	"ENSMUSG00000007589.9"	"Tinf2"	chr14	-	55680014	55680707	55680014	55680456	55680610	55680707
3391	"ENSMUSG00000083947.5"	"Olfr122"	chr17	+	37771651	37773749	37771651	37771927	37772414	37773749
3392	"ENSMUSG00000035024.16"	"Ncapd3"	chr9	+	27048154	27050369	27048154	27048288	27050296	27050369
3393	"ENSMUSG00000025077.13"	"Dclre1a"	chr19	-	56540181	56541623	56540181	56540322	56541504	56541623
3394	"ENSMUSG00000047090.13"	"Tmem198b"	chr10	-	128801350	128802517	128801350	128801511	128801935	128802517
3395	"ENSMUSG00000047090.13"	"Tmem198b"	chr10	-	128801350	128802517	128801350	128801511	128802404	128802517
3396	"ENSMUSG00000034059.13"	"Ypel4"	chr2	+	84737063	84737528	84737063	84737107	84737419	84737528
3397	"ENSMUSG00000054065.12"	"Pkp3"	chr7	+	141088283	141088651	141088283	141088401	141088480	141088651
3398	"ENSMUSG00000069922.12"	"Ces3a"	chr8	+	105050182	105050615	105050182	105050321	105050481	105050615
3399	"ENSMUSG00000018076.12"	"Med13l"	chr5	+	118749608	118751034	118749608	118749828	118750845	118751034
3400	"ENSMUSG00000078784.8"	"RP24-251F16.4"	chr3	-	14606288	14607293	14606288	14606408	14607176	14607293
3401	"ENSMUSG00000028102.15"	"Pex11b"	chr3	+	96643574	96644726	96643574	96644015	96644435	96644726
3402	"ENSMUSG00000009108.15"	"Gnat2"	chr3	+	108095438	108096507	108095438	108095662	108096239	108096507
3403	"ENSMUSG00000009108.15"	"Gnat2"	chr3	+	108095438	108096507	108095438	108095580	108096349	108096507
3404	"ENSMUSG00000004642.13"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33646009	33646069
3405	"ENSMUSG00000017999.16"	"Ddx27"	chr2	+	167020499	167020714	167020499	167020543	167020627	167020714
3406	"ENSMUSG00000023960.13"	"Enpp5"	chr17	+	44080646	44081510	44080646	44080774	44080937	44081510
3407	"ENSMUSG00000023960.13"	"Enpp5"	chr17	+	44082743	44086567	44082743	44082920	44085204	44086567
3408	"ENSMUSG00000040532.14"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380
3409	"ENSMUSG00000040532.14"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011240	135011380
3410	"ENSMUSG00000040532.14"	"Abhd11"	chr5	+	135011483	135012170	135011483	135011665	135011886	135012170
3411	"ENSMUSG00000049281.16"	"Scn3b"	chr9	+	40288373	40291618	40288373	40288453	40288543	40291618
3412	"ENSMUSG00000039110.14"	"Mycbpap"	chr11	-	94512227	94512777	94512227	94512343	94512590	94512777
3413	"ENSMUSG00000015085.8"	"Entpd2"	chr2	+	25399281	25399736	25399281	25399536	25399616	25399736
3414	"ENSMUSG00000036768.6"	"Kif15"	chr9	+	123017244	123017718	123017244	123017410	123017586	123017718
3415	"ENSMUSG00000036202.16"	"Rif1"	chr2	+	52093502	52094662	52093502	52093589	52094588	52094662
3416	"ENSMUSG00000053907.10"	"Mat2a"	chr6	-	72432798	72435114	72432798	72434395	72434980	72435114
3417	"ENSMUSG00000053907.10"	"Mat2a"	chr6	-	72436994	72437448	72436994	72437117	72437370	72437448
3418	"ENSMUSG00000041828.15"	"Abca8a"	chr11	-	110069374	110069908	110069374	110069513	110069788	110069908
3419	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418100	6418314	6418100	6418131	6418225	6418314
3420	"ENSMUSG00000014767.16"	"Tbp"	chr17	+	15501153	15501357	15501153	15501202	15501311	15501357
3421	"ENSMUSG00000033106.6"	"Slc7a6os"	chr8	-	106202230	106204540	106202230	106202351	106204330	106204540
3422	"ENSMUSG00000035697.14"	"Arhgap45"	chr10	+	80021545	80021859	80021545	80021683	80021794	80021859
3423	"ENSMUSG00000035697.14"	"Arhgap45"	chr10	+	80022076	80022355	80022076	80022187	80022274	80022355
3424	"ENSMUSG00000038530.11"	"Rgs4"	chr1	-	169744350	169744736	169744350	169744517	169744674	169744736
3425	"ENSMUSG00000033793.12"	"Atp6v1h"	chr1	+	5093362	5095728	5093362	5093452	5095614	5095728
3426	"ENSMUSG00000018907.10"	"Alox12e"	chr11	-	70320729	70321139	70320729	70320890	70321035	70321139
3427	"ENSMUSG00000070000.13"	"Fcho1"	chr8	-	71708925	71709385	71708925	71709090	71709329	71709385
3428	"ENSMUSG00000070000.13"	"Fcho1"	chr8	-	71717141	71717510	71717141	71717283	71717435	71717510
3429	"ENSMUSG00000101073.2"	"Vmn1r200"	chr13	+	22394300	22400052	22394300	22394416	22394998	22400052
3430	"ENSMUSG00000101073.2"	"Vmn1r200"	chr13	+	22394300	22400052	22394300	22394416	22395018	22400052
3431	"ENSMUSG00000101073.2"	"Vmn1r200"	chr13	+	22394300	22400052	22394300	22394416	22395074	22400052
3432	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89185361	89185647	89185361	89185464	89185537	89185647
3433	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047
3434	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819
3435	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819
3436	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819
3437	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243
3438	"ENSMUSG00000015377.10"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89187050	89187147	89187243
3439	"ENSMUSG00000039994.15"	"Timeless"	chr10	+	128239833	128240291	128239833	128239997	128240137	128240291
3440	"ENSMUSG00000039994.15"	"Timeless"	chr10	+	128239833	128240291	128239833	128240053	128240137	128240291
3441	"ENSMUSG00000026034.17"	"Clk1"	chr1	-	58417012	58417383	58417012	58417179	58417266	58417383
3442	"ENSMUSG00000026034.17"	"Clk1"	chr1	-	58419666	58421308	58419666	58419733	58421082	58421308
3443	"ENSMUSG00000042404.16"	"Dennd4b"	chr3	+	90277734	90278129	90277734	90277904	90277987	90278129
3444	"ENSMUSG00000068039.12"	"Tcp1"	chr17	+	12918042	12919925	12918042	12918171	12919814	12919925
3445	"ENSMUSG00000022750.17"	"Klhl22"	chr16	+	17792425	17793380	17792425	17792766	17793126	17793380
3446	"ENSMUSG00000003068.16"	"Stk11"	chr10	+	80126032	80126369	80126032	80126165	80126232	80126369
3447	"ENSMUSG00000056737.14"	"Capg"	chr6	+	72555476	72555905	72555476	72555649	72555750	72555905
3448	"ENSMUSG00000050030.5"	"Olfr728"	chr14	-	50133757	50138184	50133757	50136670	50138057	50138184
3449	"ENSMUSG00000050030.5"	"Olfr728"	chr14	-	50133757	50140656	50133757	50139304	50140613	50140656
3450	"ENSMUSG00000020818.16"	"Mfsd11"	chr11	+	116863905	116865956	116863905	116863946	116865890	116865956
3451	"ENSMUSG00000050357.9"	"Rltpr"	chr8	+	105695651	105696897	105695651	105695774	105696860	105696897
3452	"ENSMUSG00000020669.15"	"Sh3yl1"	chr12	+	30941966	30942868	30941966	30942129	30942789	30942868
3453	"ENSMUSG00000067951.4"	"Vmn1r227"	chr17	+	20735099	20736126	20735099	20735180	20735181	20736126
3454	"ENSMUSG00000031711.7"	"Zfp330"	chr8	-	82764854	82766773	82764854	82764972	82766668	82766773
3455	"ENSMUSG00000059412.7"	"Fxyd2"	chr9	+	45408299	45409549	45408299	45408374	45409512	45409549
3456	"ENSMUSG00000001289.12"	"Pfdn5"	chr15	+	102326432	102326849	102326432	102326535	102326817	102326849
3457	"ENSMUSG00000038095.15"	"Sbno1"	chr5	-	124400961	124401276	124400961	124401067	124401140	124401276
3458	"ENSMUSG00000038095.15"	"Sbno1"	chr5	-	124405568	124407187	124405568	124405729	124407090	124407187
3459	"ENSMUSG00000036555.14"	"Iqce"	chr5	-	140674336	140677506	140674336	140674360	140677415	140677506
3460	"ENSMUSG00000005142.10"	"Man2b1"	chr8	+	85085354	85086943	85085354	85085548	85086810	85086943
3461	"ENSMUSG00000039450.11"	"Dcxr"	chr11	-	120726087	120726311	120726087	120726187	120726268	120726311
3462	"ENSMUSG00000002108.10"	"Nr1h3"	chr2	-	91190184	91190641	91190184	91190284	91190461	91190641
3463	"ENSMUSG00000002108.10"	"Nr1h3"	chr2	-	91190184	91190947	91190184	91190284	91190738	91190947
3464	"ENSMUSG00000002108.10"	"Nr1h3"	chr2	-	91190184	91190947	91190184	91190641	91190738	91190947
3465	"ENSMUSG00000027366.12"	"Sppl2a"	chr2	-	126919638	126920414	126919638	126919740	126920317	126920414
3466	"ENSMUSG00000033589.4"	"Reep4"	chr14	+	70546929	70547235	70546929	70547006	70547114	70547235
3467	"ENSMUSG00000033589.4"	"Reep4"	chr14	+	70547666	70548075	70547666	70547780	70547939	70548075
3468	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053041	131053588	131053041	131053150	131053222	131053588
3469	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053041	131053588	131053041	131053150	131053389	131053588
3470	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053222	131053588	131053222	131053300	131053389	131053588
3471	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053222	131053588	131053222	131053318	131053389	131053588
3472	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131053917	131054361
3473	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131054205	131054361
3474	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131054271	131054361
3475	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131053917	131054361	131053917	131054113	131054271	131054361
3476	"ENSMUSG00000027318.17"	"Adam33"	chr2	-	131056464	131056792	131056464	131056541	131056713	131056792
3477	"ENSMUSG00000025221.15"	"Kcnip2"	chr19	-	45796278	45797186	45796278	45796332	45797090	45797186
3478	"ENSMUSG00000029177.9"	"Cenpa"	chr5	+	30672981	30673443	30672981	30673059	30673266	30673443
3479	"ENSMUSG00000029177.9"	"Cenpa"	chr5	+	30672981	30673443	30672981	30673059	30673292	30673443
3480	"ENSMUSG00000037400.17"	"Atp11b"	chr3	+	35837485	35839214	35837485	35837589	35839048	35839214
3481	"ENSMUSG00000037400.17"	"Atp11b"	chr3	+	35855104	35856276	35855104	35855228	35856071	35856276
3482	"ENSMUSG00000027009.18"	"Itga4"	chr2	+	79288821	79289391	79288821	79288867	79289236	79289391
3483	"ENSMUSG00000045246.11"	"Kcng4"	chr8	-	119623853	119626419	119623853	119624041	119625638	119626419
3484	"ENSMUSG00000044667.12"	"Plppr4"	chr3	-	117326684	117328386	117326684	117326742	117328190	117328386
3485	"ENSMUSG00000020591.11"	"Ntsr2"	chr12	+	16656596	16658455	16656596	16656689	16658364	16658455
3486	"ENSMUSG00000020591.11"	"Ntsr2"	chr12	+	16656596	16658455	16656596	16656812	16658364	16658455
3487	"ENSMUSG00000020591.11"	"Ntsr2"	chr12	+	16656596	16658455	16656596	16656870	16658364	16658455
3488	"ENSMUSG00000027002.13"	"Nckap1"	chr2	-	80553136	80553449	80553136	80553227	80553306	80553449
3489	"ENSMUSG00000115245.1"	"RP24-356L7.4"	chr15	-	54982090	54982795	54982090	54982162	54982680	54982795
3490	"ENSMUSG00000029056.13"	"Pank4"	chr4	+	154978920	154979592	154978920	154979025	154979491	154979592
3491	"ENSMUSG00000005262.12"	"Ufd1l"	chr16	+	18826254	18827106	18826254	18826302	18827017	18827106
3492	"ENSMUSG00000006058.10"	"Snf8"	chr11	+	96046279	96047430	96046279	96046354	96047194	96047430
3493	"ENSMUSG00000014504.16"	"Srp19"	chr18	+	34331749	34334364	34331749	34331825	34334292	34334364
3494	"ENSMUSG00000085123.2"	"Rubie"	chr14	-	46569176	46570268	46569176	46569765	46570202	46570268
3495	"ENSMUSG00000085123.2"	"Rubie"	chr14	-	46569176	46570268	46569176	46569765	46570206	46570268
3496	"ENSMUSG00000037300.18"	"Ttc13"	chr8	-	124673447	124673735	124673447	124673527	124673656	124673735
3497	"ENSMUSG00000000791.9"	"Il12rb1"	chr8	+	70812477	70813371	70812477	70812614	70813304	70813371
3498	"ENSMUSG00000115284.1"	"RP23-284G10.5"	chr15	-	51881425	51882354	51881425	51881863	51882058	51882354
3499	"ENSMUSG00000034994.10"	"Eef2"	chr10	+	81181227	81181625	81181227	81181410	81181492	81181625
3500	"ENSMUSG00000075065.5"	"Olfr1270"	chr2	-	90145254	90150045	90145254	90148921	90149089	90150045
3501	"ENSMUSG00000027944.13"	"Hax1"	chr3	-	89997386	89998003	89997386	89997565	89997737	89998003
3502	"ENSMUSG00000027944.13"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997737	89998003
3503	"ENSMUSG00000027944.13"	"Hax1"	chr3	-	89997386	89998003	89997386	89997574	89997801	89998003
3504	"ENSMUSG00000073174.6"	"RP23-343F16.1"	chr5	+	20702276	20702479	20702276	20702374	20702375	20702479
3505	"ENSMUSG00000020486.18"	"Sept4"	chr11	+	87583317	87584014	87583317	87583614	87583920	87584014
3506	"ENSMUSG00000020486.18"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87588967	87589085
3507	"ENSMUSG00000020486.18"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87589955	87590055
3508	"ENSMUSG00000020486.18"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87590008	87590055
3509	"ENSMUSG00000026705.16"	"Klhl20"	chr1	-	161098262	161099285	161098262	161098396	161099141	161099285
3510	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28364470	28364632	28364470	28364509	28364584	28364632
3511	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370494	28370877	28371042
3512	"ENSMUSG00000037552.17"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370497	28370877	28371042
3513	"ENSMUSG00000002249.20"	"Tead3"	chr17	-	28335484	28336573	28335484	28335496	28336510	28336573
3514	"ENSMUSG00000014601.13"	"Strip1"	chr3	-	107615760	107616608	107615760	107615827	107616507	107616608
