ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2335	"ENSMUSG00000026867.18"	"Gapvd1"	chr2	-	34706697	34706832	34706740	34706832	34706019	34706139
2336	"ENSMUSG00000026867.18"	"Gapvd1"	chr2	-	34717252	34717382	34717315	34717382	34715204	34715330
2337	"ENSMUSG00000055923.16"	"Aasdh"	chr5	-	76886046	76886322	76886129	76886322	76884085	76884201
2338	"ENSMUSG00000030980.17"	"Knop1"	chr7	-	118852402	118853340	118852888	118853340	118850620	118850689
2339	"ENSMUSG00000005237.14"	"Dnah2"	chr11	-	69477644	69477755	69477662	69477755	69477159	69477348
2340	"ENSMUSG00000050953.10"	"Gja1"	chr10	+	56377544	56377720	56377544	56377625	56387533	56387632
2341	"ENSMUSG00000028796.17"	"Phc2"	chr4	+	128743353	128743556	128743353	128743461	128745001	128745131
2342	"ENSMUSG00000036552.17"	"Ermard"	chr17	+	15043004	15043257	15043004	15043144	15044322	15044424
2343	"ENSMUSG00000036552.17"	"Ermard"	chr17	+	15044322	15044430	15044322	15044424	15045046	15045136
2344	"ENSMUSG00000048677.9"	"Tpcn2"	chr7	-	145260026	145260138	145260088	145260138	145258514	145258614
2345	"ENSMUSG00000021830.14"	"Txndc16"	chr14	-	45219216	45219390	45219346	45219390	45218995	45219049
2346	"ENSMUSG00000051154.11"	"Commd3"	chr2	+	18674280	18674361	18674280	18674315	18674655	18674716
2347	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76390030	76390131	76390030	76390127	76392380	76392459
2348	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76421139	76423835	76421139	76421213	76427108	76427216
2349	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76432148	76433396	76432148	76432295	76433537	76433617
2350	"ENSMUSG00000038538.17"	"Ubn2"	chr6	+	38463553	38464049	38463553	38464043	38470151	38470222
2351	"ENSMUSG00000028284.13"	"Map3k7"	chr4	+	31988588	31988719	31988588	31988715	31989933	31990015
2352	"ENSMUSG00000028284.13"	"Map3k7"	chr4	+	31994873	31995010	31994873	31994954	32002088	32002153
2353	"ENSMUSG00000038482.11"	"Tfdp1"	chr8	+	13370480	13371022	13370480	13370646	13371351	13371420
2354	"ENSMUSG00000040340.13"	"AC170806.5"	chr8	+	3483660	3483770	3483660	3483765	3484051	3484253
2355	"ENSMUSG00000026470.14"	"Stx6"	chr1	+	155193218	155193389	155193218	155193325	155197340	155197435
2356	"ENSMUSG00000003269.17"	"Cyth2"	chr7	-	45810122	45810238	45810126	45810238	45808372	45808449
2357	"ENSMUSG00000021767.18"	"Kat6b"	chr14	+	21624832	21625215	21624832	21624888	21626718	21626840
2358	"ENSMUSG00000061388.11"	"Csn1s2b"	chr5	+	87819065	87819110	87819065	87819095	87820950	87820995
2359	"ENSMUSG00000048264.16"	"Dip2c"	chr13	+	9614346	9614468	9614346	9614456	9615744	9615825
2360	"ENSMUSG00000027472.14"	"Pdrg1"	chr2	-	153015207	153015427	153015233	153015427	153014009	153014085
2361	"ENSMUSG00000109322.2"	"Olfr1283"	chr2	+	111366789	111366995	111366789	111366931	111368580	111370063
2362	"ENSMUSG00000069601.14"	"Ank3"	chr10	+	69982115	69982197	69982115	69982161	69994371	69994446
2363	"ENSMUSG00000000731.15"	"Aire"	chr10	-	78039930	78040079	78039942	78040079	78039661	78039742
2364	"ENSMUSG00000028137.9"	"Celf3"	chr3	+	94486793	94487284	94486793	94486935	94487786	94487852
2365	"ENSMUSG00000028137.9"	"Celf3"	chr3	+	94487134	94487388	94487134	94487284	94487786	94487852
2366	"ENSMUSG00000037935.16"	"Smarce1"	chr11	-	99224720	99225142	99225037	99225142	99220654	99220735
2367	"ENSMUSG00000067577.8"	"RP23-404I24.3"	chr19	+	10781761	10783081	10781761	10781964	10785232	10785345
2368	"ENSMUSG00000020572.8"	"Mampt"	chr12	+	32830166	32830323	32830166	32830253	32833031	32833135
2369	"ENSMUSG00000002825.7"	"Qtrt1"	chr9	+	21417271	21417397	21417271	21417387	21418283	21418422
2370	"ENSMUSG00000022843.16"	"Clcn2"	chr16	-	20709076	20709315	20709101	20709315	20708633	20708767
2371	"ENSMUSG00000026812.16"	"Tsc1"	chr2	+	28671765	28671923	28671765	28671881	28672392	28672504
2372	"ENSMUSG00000031809.10"	"RP23-76C13.6"	chr8	-	121540528	121540580	121540536	121540580	121539866	121540007
2373	"ENSMUSG00000099703.6"	"RP23-461O23.5"	chr18	+	35557336	35557391	35557336	35557369	35577557	35577619
2374	"ENSMUSG00000032921.13"	"Odf4"	chr11	-	68922818	68923014	68922840	68923014	68922419	68922554
2375	"ENSMUSG00000060073.9"	"Psma3"	chr12	+	70978732	70978839	70978732	70978815	70983318	70983442
2376	"ENSMUSG00000060073.9"	"Psma3"	chr12	+	70978732	70978839	70978732	70978815	70983323	70983442
2377	"ENSMUSG00000060073.9"	"Psma3"	chr12	+	70984492	70984745	70984492	70984594	70986862	70986935
2378	"ENSMUSG00000022538.19"	"Lsg1"	chr16	-	30577798	30577997	30577898	30577997	30574545	30574606
2379	"ENSMUSG00000026575.15"	"Nme7"	chr1	+	164373268	164373364	164373268	164373334	164379358	164379423
2380	"ENSMUSG00000020464.15"	"Pnpt1"	chr11	+	29153231	29154215	29153231	29153338	29154301	29154365
2381	"ENSMUSG00000068874.13"	"Selenbp1"	chr3	+	94937207	94937397	94937207	94937393	94937954	94938075
2382	"ENSMUSG00000037270.18"	"RP23-243E17.1"	chr3	+	36863120	36863348	36863120	36863329	36864386	36864485
2383	"ENSMUSG00000037270.18"	"RP23-243E17.1"	chr3	+	36889822	36889996	36889822	36889902	36890794	36890945
2384	"ENSMUSG00000037270.18"	"RP23-243E17.1"	chr3	+	36919854	36920033	36919854	36919900	36920179	36920286
2385	"ENSMUSG00000037270.18"	"RP23-243E17.1"	chr3	+	37030546	37030748	37030546	37030643	37032364	37032526
2386	"ENSMUSG00000040466.16"	"Blvrb"	chr7	+	27459562	27459652	27459562	27459633	27462566	27462695
2387	"ENSMUSG00000110080.1"	"RP23-4P23.1"	chr14	-	105630487	105630814	105630672	105630814	105627377	105627493
2388	"ENSMUSG00000110080.1"	"RP23-4P23.1"	chr14	-	105630487	105630814	105630672	105630814	105628513	105628581
2389	"ENSMUSG00000036591.15"	"Arhgap21"	chr2	-	20967329	20967720	20967347	20967720	20914631	20914811
2390	"ENSMUSG00000026754.16"	"Golga1"	chr2	-	39047022	39047766	39047585	39047766	39041226	39041352
2391	"ENSMUSG00000058594.15"	"Fbxo18"	chr2	-	11769749	11769931	11769775	11769931	11767121	11767711
2392	"ENSMUSG00000096370.8"	"RP24-245M20.2"	chr19	-	4793815	4794009	4793925	4794009	4792634	4792820
2393	"ENSMUSG00000028542.17"	"Slc6a9"	chr4	+	117855874	117855986	117855874	117855948	117856689	117856821
2394	"ENSMUSG00000028542.17"	"Slc6a9"	chr4	+	117855874	117856031	117855874	117855948	117856689	117856821
2395	"ENSMUSG00000028542.17"	"Slc6a9"	chr4	+	117855874	117856031	117855874	117855986	117856689	117856821
2396	"ENSMUSG00000042363.14"	"Lgalsl"	chr11	-	20830869	20831056	20830973	20831056	20830275	20830347
2397	"ENSMUSG00000060030.5"	"Olfr317"	chr11	-	58738156	58738370	58738243	58738370	58734247	58734372
2398	"ENSMUSG00000028646.16"	"Rragc"	chr4	+	123919848	123920441	123919848	123920052	123920950	123921150
2399	"ENSMUSG00000005682.9"	"Pan2"	chr10	+	128304094	128304493	128304094	128304389	128308064	128308234
2400	"ENSMUSG00000005682.9"	"Pan2"	chr10	+	128318162	128318365	128318162	128318342	128318944	128319038
2401	"ENSMUSG00000036872.16"	"Abcc12"	chr8	-	86509080	86509240	86509090	86509240	86507897	86507976
2402	"ENSMUSG00000095601.8"	"Rhox3a2"	chrX	+	37380818	37381188	37380818	37381007	37384257	37384493
2403	"ENSMUSG00000040472.15"	"Rabggta"	chr14	-	55721843	55722176	55722052	55722176	55721594	55721705
2404	"ENSMUSG00000028601.18"	"Echdc2"	chr4	+	108169860	108170226	108169860	108169948	108172088	108172175
2405	"ENSMUSG00000029705.17"	"Cux1"	chr5	-	136256227	136256344	136256231	136256344	136254066	136254183
2406	"ENSMUSG00000029705.17"	"Cux1"	chr5	-	136326743	136326932	136326749	136326932	136319780	136319839
2407	"ENSMUSG00000029705.17"	"Cux1"	chr5	-	136359973	136360068	136360001	136360068	136340088	136340137
2408	"ENSMUSG00000026938.10"	"Fcna"	chr2	-	25626011	25626139	25626087	25626139	25625433	25625563
2409	"ENSMUSG00000039153.16"	"Runx2"	chr17	-	44814456	44814797	44814489	44814797	44814168	44814292
2410	"ENSMUSG00000073899.3"	"Olfr1532-ps1"	chr7	+	106908000	106908357	106908000	106908332	106914183	106916265
2411	"ENSMUSG00000041193.15"	"Pla2g5"	chr4	-	138806081	138806234	138806184	138806234	138801351	138801458
2412	"ENSMUSG00000026605.14"	"Cenpf"	chr1	-	189680220	189680506	189680271	189680506	189678938	189679141
2413	"ENSMUSG00000030516.14"	"Tjp1"	chr7	-	65299669	65299813	65299708	65299813	65296707	65297667
2414	"ENSMUSG00000062906.12"	"Hdac10"	chr15	-	89126629	89126706	89126640	89126706	89126377	89126437
2415	"ENSMUSG00000058656.13"	"Samd12"	chr15	-	53719614	53719744	53719644	53719744	53658349	53658490
2416	"ENSMUSG00000021982.14"	"Cdadc1"	chr14	-	59597754	59597946	59597786	59597946	59596861	59596959
2417	"ENSMUSG00000039515.11"	"Ppp2r4"	chr2	+	30426398	30426519	30426398	30426496	30428315	30428402
2418	"ENSMUSG00000039515.11"	"Ppp2r4"	chr2	+	30438228	30439764	30438228	30438353	30443289	30443397
2419	"ENSMUSG00000034818.16"	"Celf5"	chr10	-	81471305	81471357	81471308	81471357	81470628	81470757
2420	"ENSMUSG00000001416.13"	"Cct3"	chr3	+	88299341	88300991	88299341	88299403	88302767	88302864
2421	"ENSMUSG00000021948.17"	"Prkcd"	chr14	-	30602658	30602827	30602736	30602827	30602313	30602414
2422	"ENSMUSG00000115169.1"	"RP23-3H22.1"	chr15	+	64430053	64430333	64430053	64430166	64431935	64433598
2423	"ENSMUSG00000033276.18"	"Stk36"	chr1	+	74631585	74631666	74631585	74631660	74632728	74632900
2424	"ENSMUSG00000039318.12"	"Rab3gap2"	chr1	+	185266900	185267074	185266900	185267014	185267172	185267279
2425	"ENSMUSG00000002107.18"	"Celf2"	chr2	-	6560658	6560790	6560670	6560790	6553784	6553964
2426	"ENSMUSG00000045482.16"	"Trrap"	chr5	+	144839400	144839629	144839400	144839596	144840337	144840603
2427	"ENSMUSG00000027829.15"	"Ccnl1"	chr3	-	65950024	65950226	65950212	65950226	65948690	65948790
2428	"ENSMUSG00000027829.15"	"Ccnl1"	chr3	-	65955129	65955276	65955203	65955276	65951433	65951554
2429	"ENSMUSG00000063882.12"	"Uqcrh"	chr4	-	116070667	116070757	116070736	116070757	116069862	116070024
2430	"ENSMUSG00000032067.6"	"Pts"	chr9	-	50525152	50525284	50525261	50525284	50524722	50524779
2431	"ENSMUSG00000032067.6"	"Pts"	chr9	-	50528023	50528232	50528145	50528232	50526869	50526949
2432	"ENSMUSG00000056509.10"	"RP23-184M4.1"	chr7	+	46984280	46984382	46984280	46984373	46987008	46987046
2433	"ENSMUSG00000032712.16"	"RP23-214L4.1"	chr6	+	149310321	149310377	149310321	149310359	149317634	149317708
2434	"ENSMUSG00000032712.16"	"RP23-214L4.1"	chr6	+	149310321	149310377	149310321	149310359	149324731	149324800
2435	"ENSMUSG00000032712.16"	"RP23-214L4.1"	chr6	+	149310321	149310377	149310321	149310359	149325404	149329784
2436	"ENSMUSG00000027474.12"	"Ccm2l"	chr2	+	153070821	153071016	153070821	153071005	153071757	153072212
2437	"ENSMUSG00000036138.16"	"Acaa1a"	chr9	+	119344465	119346568	119344465	119344508	119347729	119347810
2438	"ENSMUSG00000027714.11"	"Exosc9"	chr3	+	36556862	36556995	36556862	36556969	36561102	36561191
2439	"ENSMUSG00000046169.10"	"Adamts6"	chr13	+	104444814	104445704	104444814	104444953	104462227	104462357
2440	"ENSMUSG00000024055.14"	"Cyp4f13"	chr17	-	32946788	32947003	32946804	32947003	32941055	32941200
2441	"ENSMUSG00000060671.12"	"Atp8b2"	chr3	-	89947803	89948235	89948046	89948235	89946624	89946789
2442	"ENSMUSG00000022614.8"	"Lmf2"	chr15	-	89354426	89354817	89354455	89354817	89354082	89354297
2443	"ENSMUSG00000005981.11"	"Trap1"	chr16	-	4068662	4069021	4068856	4069021	4068255	4068338
2444	"ENSMUSG00000036902.11"	"Neto2"	chr8	-	85663386	85663431	85663407	85663431	85663178	85663306
2445	"ENSMUSG00000034730.17"	"Adgrb1"	chr15	+	74584377	74584432	74584377	74584417	74586756	74587457
2446	"ENSMUSG00000027550.14"	"Lrrcc1"	chr3	+	14539910	14540114	14539910	14540066	14545495	14545692
2447	"ENSMUSG00000035845.17"	"Alg12"	chr15	-	88814428	88814648	88814453	88814648	88806557	88806721
2448	"ENSMUSG00000035845.17"	"Alg12"	chr15	-	88815293	88815467	88815295	88815467	88814453	88814648
2449	"ENSMUSG00000024856.10"	"Cdk2ap2"	chr19	+	4097400	4097733	4097400	4097507	4097816	4097917
2450	"ENSMUSG00000024856.10"	"Cdk2ap2"	chr19	+	4097816	4097917	4097816	4097907	4098004	4098137
2451	"ENSMUSG00000058550.14"	"Dppa4"	chr16	+	48289038	48289205	48289038	48289100	48289327	48289378
2452	"ENSMUSG00000063142.15"	"Kcnma1"	chr14	-	23435940	23436026	23435949	23436026	23386259	23386353
2453	"ENSMUSG00000059206.4"	"Vmn1r71"	chr7	-	10749594	10751565	10751290	10751565	10749263	10749320
2454	"ENSMUSG00000059206.4"	"Vmn1r71"	chr7	-	10754003	10754364	10754163	10754364	10753021	10753062
2455	"ENSMUSG00000023952.13"	"Gtpbp2"	chr17	+	46161031	46161326	46161031	46161291	46163482	46163509
2456	"ENSMUSG00000034248.7"	"Slc25a37"	chr14	-	69248882	69249622	69249393	69249622	69247580	69247637
2457	"ENSMUSG00000024949.17"	"Sf1"	chr19	+	6374009	6374287	6374009	6374283	6374548	6374608
2458	"ENSMUSG00000071322.12"	"Tcp10a"	chr17	+	7325389	7325604	7325389	7325516	7325832	7325984
2459	"ENSMUSG00000062963.10"	"Ufc1"	chr1	-	171289854	171289947	171289883	171289947	171289517	171289594
2460	"ENSMUSG00000036845.12"	"Lin37"	chr7	-	30557849	30557958	30557882	30557958	30557625	30557676
2461	"ENSMUSG00000011114.18"	"Tbrg1"	chr9	-	37652614	37653169	37653032	37653169	37651289	37651387
2462	"ENSMUSG00000032372.14"	"Plscr2"	chr9	+	92275601	92276018	92275601	92276013	92282111	92282192
2463	"ENSMUSG00000028673.10"	"Fuca1"	chr4	+	135934689	135934880	135934689	135934704	135936922	135937022
2464	"ENSMUSG00000007379.15"	"Dennd2c"	chr3	+	103146511	103146560	103146511	103146556	103149040	103149222
2465	"ENSMUSG00000057710.7"	"RP24-364K10.1"	chr9	+	101937208	101937518	101937208	101937368	101942682	101943228
2466	"ENSMUSG00000094602.2"	"Vmn1r169"	chr7	+	23575525	23575774	23575525	23575770	23575890	23576055
2467	"ENSMUSG00000039699.13"	"Batf2"	chr19	+	6164453	6165168	6164453	6164750	6166467	6166572
2468	"ENSMUSG00000014856.12"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105328607	105328692
2469	"ENSMUSG00000022382.15"	"Wnt7b"	chr15	-	85558902	85559129	85558906	85559129	85543668	85543940
2470	"ENSMUSG00000062981.5"	"Mrpl42"	chr10	-	95501889	95501927	95501905	95501927	95500382	95500522
2471	"ENSMUSG00000047284.14"	"Neurl4"	chr11	+	69903007	69903719	69903007	69903452	69903864	69904163
2472	"ENSMUSG00000047284.14"	"Neurl4"	chr11	+	69906225	69906407	69906225	69906295	69906517	69906603
2473	"ENSMUSG00000047284.14"	"Neurl4"	chr11	+	69907836	69908012	69907836	69908006	69908095	69908227
2474	"ENSMUSG00000042772.15"	"Smg7"	chr1	-	152848595	152849016	152848733	152849016	152846118	152846263
2475	"ENSMUSG00000000276.11"	"Dgke"	chr11	-	89048848	89049002	89048888	89049002	89044239	89044311
2476	"ENSMUSG00000041396.13"	"Mettl18"	chr1	+	163994888	163995071	163994888	163994977	163995913	163997243
2477	"ENSMUSG00000032192.9"	"Gnb5"	chr9	+	75334168	75334360	75334168	75334301	75335650	75335794
2478	"ENSMUSG00000031481.8"	"Tpte"	chr8	+	22297165	22297305	22297165	22297219	22302801	22302858
2479	"ENSMUSG00000068748.7"	"Ptprz1"	chr6	+	22999199	23002746	22999199	23000199	23007273	23007418
2480	"ENSMUSG00000029192.17"	"Tbc1d14"	chr5	-	36524890	36525048	36524929	36525048	36522926	36523009
2481	"ENSMUSG00000033316.14"	"Galnt9"	chr5	+	110617837	110617970	110617837	110617933	110619164	110619332
2482	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105856457	105856618	105856481	105856618	105855857	105856031
2483	"ENSMUSG00000008575.17"	"Nfib"	chr4	-	82323544	82323710	82323571	82323710	82320473	82320556
2484	"ENSMUSG00000022518.16"	"RP23-354F11.2"	chr16	+	4858253	4858603	4858253	4858592	4860963	4861082
2485	"ENSMUSG00000054181.11"	"RP23-271B15.4"	chr2	-	57237713	57238508	57237756	57238508	57236226	57236972
2486	"ENSMUSG00000030523.18"	"Trpm1"	chr7	+	64243422	64243615	64243422	64243597	64244849	64244870
2487	"ENSMUSG00000021071.16"	"Trim9"	chr12	-	70250956	70251260	70251010	70251260	70248264	70248427
2488	"ENSMUSG00000018669.14"	"Cdk5rap3"	chr11	-	96916050	96916196	96916150	96916196	96913664	96913796
2489	"ENSMUSG00000037730.13"	"Mynn"	chr3	+	30603503	30603800	30603503	30603670	30607036	30607830
2490	"ENSMUSG00000059810.18"	"Rgs3"	chr4	+	62625096	62625202	62625096	62625177	62625741	62626093
2491	"ENSMUSG00000038224.12"	"Serpinf2"	chr11	-	75438027	75438100	75438037	75438100	75437353	75437555
2492	"ENSMUSG00000027881.14"	"Prpf38b"	chr3	-	108908325	108908404	108908335	108908404	108907931	108908083
2493	"ENSMUSG00000096971.2"	"RP23-30B1.1"	chr15	+	10716647	10716774	10716647	10716718	10767434	10767558
2494	"ENSMUSG00000034206.15"	"Polq"	chr16	+	37013106	37013448	37013106	37013286	37015078	37015209
2495	"ENSMUSG00000023072.14"	"Cep89"	chr7	+	35420874	35421029	35420874	35420958	35423299	35423403
2496	"ENSMUSG00000095125.2"	"Vmn1r198"	chr13	+	22350363	22350645	22350363	22350581	22354324	22360301
2497	"ENSMUSG00000030811.14"	"Fbxl19"	chr7	+	127750864	127751026	127750864	127750897	127752009	127752521
2498	"ENSMUSG00000030811.14"	"Fbxl19"	chr7	+	127750864	127751028	127750864	127750897	127752009	127752521
2499	"ENSMUSG00000030811.14"	"Fbxl19"	chr7	+	127750864	127751028	127750864	127751026	127752009	127752521
2500	"ENSMUSG00000012848.15"	"Rps5"	chr7	+	12922289	12922422	12922289	12922388	12922972	12923081
2501	"ENSMUSG00000006392.16"	"Med8"	chr4	+	118411657	118411852	118411657	118411802	118412351	118412492
2502	"ENSMUSG00000068284.14"	"Usf3"	chr16	+	44198903	44199167	44198903	44199021	44200613	44200678
2503	"ENSMUSG00000022235.15"	"Cmbl"	chr15	+	31581839	31582073	31581839	31582037	31583964	31584072
2504	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127481692	127481794	127481692	127481755	127483975	127484218
2505	"ENSMUSG00000035266.16"	"Helq"	chr5	-	100790125	100790236	100790138	100790236	100786983	100787082
2506	"ENSMUSG00000029782.19"	"Tmem209"	chr6	-	30508665	30508802	30508790	30508802	30508453	30508512
2507	"ENSMUSG00000032482.9"	"Cspg5"	chr9	+	110256144	110256301	110256144	110256220	110262059	110262575
2508	"ENSMUSG00000055491.13"	"Pprc1"	chr19	+	46062401	46062503	46062401	46062494	46062611	46065480
2509	"ENSMUSG00000033039.10"	"Micall1"	chr15	+	79122546	79122986	79122546	79122787	79124500	79124558
2510	"ENSMUSG00000026280.17"	"Atg4b"	chr1	+	93785909	93786024	93785909	93785966	93786510	93786604
2511	"ENSMUSG00000026792.16"	"Lrsam1"	chr2	-	32940235	32940340	32940240	32940340	32938796	32938884
2512	"ENSMUSG00000026792.16"	"Lrsam1"	chr2	-	32958157	32958214	32958171	32958214	32957248	32957293
2513	"ENSMUSG00000026792.16"	"Lrsam1"	chr2	-	32960935	32961255	32961043	32961255	32959516	32959613
2514	"ENSMUSG00000010095.13"	"Slc3a2"	chr19	-	8712729	8712903	8712865	8712903	8711833	8711928
2515	"ENSMUSG00000025873.16"	"Faf2"	chr13	+	54641418	54641553	54641418	54641496	54645244	54645321
2516	"ENSMUSG00000022992.17"	"Kansl2"	chr15	-	98524458	98524712	98524560	98524712	98520317	98520425
2517	"ENSMUSG00000022992.17"	"Kansl2"	chr15	-	98533901	98534264	98534240	98534264	98533517	98533776
2518	"ENSMUSG00000033991.9"	"Ttc37"	chr13	+	76129359	76129539	76129359	76129384	76130200	76130325
2519	"ENSMUSG00000001134.9"	"Uxt"	chrX	-	20961634	20961786	20961679	20961786	20959937	20960019
2520	"ENSMUSG00000032489.17"	"Kif9"	chr9	+	110476993	110477114	110476993	110477083	110483060	110483158
2521	"ENSMUSG00000026641.13"	"Usf1"	chr1	+	171415714	171415830	171415714	171415799	171416134	171416236
2522	"ENSMUSG00000001518.12"	"Itfg2"	chr6	-	128415895	128416064	128415917	128416064	128414144	128414284
2523	"ENSMUSG00000021733.10"	"Slc4a7"	chr14	+	14739724	14739913	14739724	14739874	14742413	14742782
2524	"ENSMUSG00000021733.10"	"Slc4a7"	chr14	+	14739724	14739913	14739724	14739874	14745967	14746083
2525	"ENSMUSG00000021733.10"	"Slc4a7"	chr14	+	14742413	14742788	14742413	14742782	14745967	14746083
2526	"ENSMUSG00000021733.10"	"Slc4a7"	chr14	+	14778825	14778898	14778825	14778894	14782048	14782222
2527	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	7101304	7101600	7101491	7101600	7101073	7101187
2528	"ENSMUSG00000029577.13"	"Ube3b"	chr5	+	114401267	114401441	114401267	114401437	114402521	114402689
2529	"ENSMUSG00000029577.13"	"Ube3b"	chr5	+	114404539	114404715	114404539	114404711	114406171	114406290
2530	"ENSMUSG00000026798.10"	"Coq4"	chr2	+	29790456	29790559	29790456	29790530	29795380	29795510
2531	"ENSMUSG00000032064.17"	"Dixdc1"	chr9	-	50710764	50710972	50710842	50710972	50706124	50706250
2532	"ENSMUSG00000024136.14"	"Dnase1l2"	chr17	-	24442404	24442493	24442457	24442493	24442232	24442316
2533	"ENSMUSG00000022772.11"	"Senp5"	chr16	-	31977598	31977757	31977679	31977757	31968799	31968937
2534	"ENSMUSG00000090249.9"	"RP23-78F6.4"	chr14	-	44034009	44034200	44034111	44034200	44031817	44031946
2535	"ENSMUSG00000002885.14"	"Adgre5"	chr8	-	83734295	83734352	83734301	83734352	83734008	83734125
2536	"ENSMUSG00000059434.8"	"Gckr"	chr5	+	31324571	31324721	31324571	31324613	31326356	31326491
2537	"ENSMUSG00000079484.12"	"Phyhd1"	chr2	+	30277622	30277829	30277622	30277644	30279954	30280083
2538	"ENSMUSG00000000197.8"	"Nalcn"	chr14	-	123571939	123572094	123571974	123572094	123515630	123515773
2539	"ENSMUSG00000026319.13"	"RP24-353D23.1"	chr1	+	105663860	105664633	105663860	105663983	105678162	105678252
2540	"ENSMUSG00000031150.13"	"Ccdc120"	chrX	-	7738361	7738523	7738369	7738523	7738231	7738252
2541	"ENSMUSG00000003452.15"	"Bicd1"	chr6	+	149518905	149519223	149518905	149519113	149520352	149520546
2542	"ENSMUSG00000028621.17"	"Cyb5rl"	chr4	+	107068611	107070547	107068611	107068823	107070869	107071018
2543	"ENSMUSG00000033460.14"	"Armcx1"	chrX	+	134718919	134719108	134718919	134718992	134719626	134719725
2544	"ENSMUSG00000037965.14"	"Zc3h7a"	chr16	-	11145179	11145285	11145241	11145285	11141662	11141771
2545	"ENSMUSG00000009596.9"	"Taf7l"	chrX	-	134470379	134470509	134470487	134470509	134470115	134470171
2546	"ENSMUSG00000027425.18"	"Csrp2bp"	chr2	+	144373190	144373855	144373190	144373369	144375844	144375963
2547	"ENSMUSG00000095510.8"	"Rhox3f"	chrX	+	37581782	37582152	37581782	37581971	37585260	37585496
2548	"ENSMUSG00000025980.14"	"Hspd1"	chr1	-	55087988	55088243	55088144	55088243	55086765	55086941
2549	"ENSMUSG00000023259.16"	"Slc26a6"	chr9	+	108856940	108857105	108856940	108857050	108857191	108857344
2550	"ENSMUSG00000032410.13"	"Xrn1"	chr9	+	96039699	96039856	96039699	96039844	96045485	96045661
2551	"ENSMUSG00000042390.9"	"Gatad2b"	chr3	+	90351403	90351574	90351403	90351526	90351813	90352129
2552	"ENSMUSG00000020782.18"	"Llgl2"	chr11	+	115851007	115851230	115851007	115851158	115852116	115852273
2553	"ENSMUSG00000023328.14"	"Ache"	chr5	+	137287765	137288057	137287765	137288028	137290008	137290154
2554	"ENSMUSG00000022884.14"	"Eif4a2"	chr16	+	23107758	23107880	23107758	23107820	23108587	23108633
2555	"ENSMUSG00000022884.14"	"Eif4a2"	chr16	+	23108587	23108851	23108587	23108633	23109984	23110153
2556	"ENSMUSG00000004568.12"	"Arhgef18"	chr8	+	3393072	3393224	3393072	3393102	3427348	3427490
2557	"ENSMUSG00000021266.16"	"Wars"	chr12	-	108888311	108888548	108888375	108888548	108882694	108882908
2558	"ENSMUSG00000048495.16"	"Tyw5"	chr1	-	57393584	57393694	57393669	57393694	57393349	57393487
2559	"ENSMUSG00000048495.16"	"Tyw5"	chr1	-	57401368	57401523	57401387	57401523	57396726	57396796
2560	"ENSMUSG00000031433.15"	"Rbm41"	chrX	-	139995111	139995228	139995172	139995228	139993911	139994104
2561	"ENSMUSG00000054889.10"	"Dsp"	chr13	+	38191360	38193655	38191360	38191858	38194695	38198577
2562	"ENSMUSG00000079644.2"	"RP23-403D16.2"	chr9	-	26889531	26889681	26889534	26889681	26883757	26883826
2563	"ENSMUSG00000036805.13"	"Noxa1"	chr2	-	25087129	25087199	25087153	25087199	25086938	25087027
2564	"ENSMUSG00000006219.12"	"Fblim1"	chr4	-	141598082	141598224	141598113	141598224	141595894	141595948
2565	"ENSMUSG00000109528.2"	"Olfr1309"	chr2	-	111989277	111989486	111989365	111989486	111988565	111989173
2566	"ENSMUSG00000070420.4"	"Zscan25"	chr5	+	145283351	145283784	145283351	145283780	145286307	145286509
2567	"ENSMUSG00000005493.15"	"Msh4"	chr3	-	153874581	153874793	153874656	153874793	153873625	153873729
2568	"ENSMUSG00000037005.16"	"Xpnpep2"	chrX	+	48121800	48122103	48121800	48121902	48122528	48122610
2569	"ENSMUSG00000029155.16"	"Spata18"	chr5	+	73659227	73659345	73659227	73659334	73666851	73666947
2570	"ENSMUSG00000029155.16"	"Spata18"	chr5	+	73676938	73677058	73676938	73677022	73678991	73679037
2571	"ENSMUSG00000030796.17"	"Tead2"	chr7	+	45217210	45217450	45217210	45217345	45218080	45218145
2572	"ENSMUSG00000030796.17"	"Tead2"	chr7	+	45231308	45231470	45231308	45231431	45232182	45232335
2573	"ENSMUSG00000053460.8"	"Ggcx"	chr6	+	72427897	72428049	72427897	72427980	72428457	72428627
2574	"ENSMUSG00000027131.3"	"Emc4"	chr2	-	112367332	112367516	112367401	112367516	112364151	112364305
2575	"ENSMUSG00000015002.18"	"Efr3a"	chr15	+	65815334	65815478	65815334	65815411	65818432	65818560
2576	"ENSMUSG00000044816.10"	"AC101869.3"	chr1	-	65121338	65121438	65121356	65121438	65119538	65119621
